client_id,sample_path,label_name,label_id
0,data/train/4/48092.png,4,4
0,data/train/0/16549.png,0,0
0,data/train/9/34484.png,9,9
0,data/train/7/24236.png,7,7
0,data/train/3/16165.png,3,3
0,data/train/2/9980.png,2,2
0,data/train/7/27401.png,7,7
0,data/train/5/23690.png,5,5
0,data/train/9/31938.png,9,9
0,data/train/3/1322.png,3,3
0,data/train/2/27730.png,2,2
0,data/train/3/22869.png,3,3
0,data/train/0/43966.png,0,0
0,data/train/9/17983.png,9,9
0,data/train/6/20931.png,6,6
0,data/train/8/26511.png,8,8
0,data/train/6/17739.png,6,6
0,data/train/4/23938.png,4,4
0,data/train/7/48256.png,7,7
0,data/train/7/14447.png,7,7
0,data/train/0/22963.png,0,0
0,data/train/6/2311.png,6,6
0,data/train/9/23303.png,9,9
0,data/train/6/31728.png,6,6
0,data/train/7/17637.png,7,7
0,data/train/8/6338.png,8,8
0,data/train/2/43286.png,2,2
0,data/train/4/13013.png,4,4
0,data/train/3/11930.png,3,3
0,data/train/4/16937.png,4,4
0,data/train/3/23366.png,3,3
0,data/train/1/34302.png,1,1
0,data/train/0/18384.png,0,0
0,data/train/9/30947.png,9,9
0,data/train/3/42434.png,3,3
0,data/train/1/5723.png,1,1
0,data/train/5/20563.png,5,5
0,data/train/2/6705.png,2,2
0,data/train/5/15409.png,5,5
0,data/train/7/49127.png,7,7
0,data/train/2/30287.png,2,2
0,data/train/1/29315.png,1,1
0,data/train/0/353.png,0,0
0,data/train/3/46122.png,3,3
0,data/train/4/23073.png,4,4
0,data/train/2/40213.png,2,2
0,data/train/7/40732.png,7,7
0,data/train/8/30938.png,8,8
0,data/train/8/35877.png,8,8
0,data/train/6/27083.png,6,6
0,data/train/1/2497.png,1,1
0,data/train/2/2738.png,2,2
0,data/train/9/47661.png,9,9
0,data/train/2/2855.png,2,2
0,data/train/6/15072.png,6,6
0,data/train/5/46810.png,5,5
0,data/train/4/39566.png,4,4
0,data/train/5/27777.png,5,5
0,data/train/2/22588.png,2,2
0,data/train/6/29539.png,6,6
0,data/train/9/49339.png,9,9
0,data/train/9/23841.png,9,9
0,data/train/1/37867.png,1,1
0,data/train/4/9503.png,4,4
0,data/train/3/13464.png,3,3
0,data/train/1/33060.png,1,1
0,data/train/6/48407.png,6,6
0,data/train/1/30121.png,1,1
0,data/train/2/32909.png,2,2
0,data/train/5/25728.png,5,5
0,data/train/7/47185.png,7,7
0,data/train/6/20688.png,6,6
0,data/train/5/4495.png,5,5
0,data/train/8/38382.png,8,8
0,data/train/2/28879.png,2,2
0,data/train/5/8692.png,5,5
0,data/train/4/9019.png,4,4
0,data/train/9/40597.png,9,9
0,data/train/6/20.png,6,6
0,data/train/0/4870.png,0,0
0,data/train/6/9848.png,6,6
0,data/train/7/47439.png,7,7
0,data/train/4/27004.png,4,4
0,data/train/4/10901.png,4,4
0,data/train/3/40507.png,3,3
0,data/train/2/22703.png,2,2
0,data/train/3/31205.png,3,3
0,data/train/5/536.png,5,5
0,data/train/8/10920.png,8,8
0,data/train/0/22168.png,0,0
0,data/train/0/16231.png,0,0
0,data/train/5/7979.png,5,5
0,data/train/9/41906.png,9,9
0,data/train/8/11096.png,8,8
0,data/train/6/23629.png,6,6
0,data/train/9/14198.png,9,9
0,data/train/3/33429.png,3,3
0,data/train/8/610.png,8,8
0,data/train/6/5709.png,6,6
0,data/train/8/41955.png,8,8
0,data/train/7/3433.png,7,7
0,data/train/8/34871.png,8,8
0,data/train/8/20001.png,8,8
0,data/train/3/14119.png,3,3
0,data/train/3/46839.png,3,3
0,data/train/3/1966.png,3,3
0,data/train/8/31542.png,8,8
0,data/train/6/33552.png,6,6
0,data/train/8/5374.png,8,8
0,data/train/0/43302.png,0,0
0,data/train/1/46742.png,1,1
0,data/train/4/6252.png,4,4
0,data/train/3/44174.png,3,3
0,data/train/3/28357.png,3,3
0,data/train/5/47779.png,5,5
0,data/train/5/39715.png,5,5
0,data/train/0/1217.png,0,0
0,data/train/3/26117.png,3,3
0,data/train/1/6624.png,1,1
0,data/train/2/9499.png,2,2
0,data/train/4/6878.png,4,4
0,data/train/0/15573.png,0,0
0,data/train/4/10373.png,4,4
0,data/train/8/20950.png,8,8
0,data/train/6/3459.png,6,6
0,data/train/1/21239.png,1,1
0,data/train/7/8522.png,7,7
0,data/train/2/48481.png,2,2
0,data/train/3/15819.png,3,3
0,data/train/0/39237.png,0,0
0,data/train/7/22117.png,7,7
0,data/train/0/1045.png,0,0
0,data/train/6/362.png,6,6
0,data/train/2/2871.png,2,2
0,data/train/4/22744.png,4,4
0,data/train/9/24010.png,9,9
0,data/train/3/10006.png,3,3
0,data/train/8/14607.png,8,8
0,data/train/5/7159.png,5,5
0,data/train/2/14309.png,2,2
0,data/train/3/2771.png,3,3
0,data/train/0/37567.png,0,0
0,data/train/0/44821.png,0,0
0,data/train/9/27342.png,9,9
0,data/train/7/35123.png,7,7
0,data/train/1/13846.png,1,1
0,data/train/2/47719.png,2,2
0,data/train/0/30234.png,0,0
0,data/train/9/8784.png,9,9
0,data/train/3/14033.png,3,3
1,data/train/2/4376.png,2,2
1,data/train/3/17531.png,3,3
1,data/train/0/2474.png,0,0
1,data/train/3/39301.png,3,3
1,data/train/2/15190.png,2,2
1,data/train/5/27290.png,5,5
1,data/train/7/35218.png,7,7
1,data/train/4/16156.png,4,4
1,data/train/0/37807.png,0,0
1,data/train/0/47526.png,0,0
1,data/train/5/32557.png,5,5
1,data/train/6/16779.png,6,6
1,data/train/5/43591.png,5,5
1,data/train/8/35316.png,8,8
1,data/train/0/39629.png,0,0
1,data/train/0/45349.png,0,0
1,data/train/4/34218.png,4,4
1,data/train/0/47254.png,0,0
1,data/train/1/24591.png,1,1
1,data/train/9/31812.png,9,9
1,data/train/2/27875.png,2,2
1,data/train/0/40868.png,0,0
1,data/train/6/24118.png,6,6
1,data/train/8/568.png,8,8
1,data/train/3/10528.png,3,3
1,data/train/9/34731.png,9,9
1,data/train/6/11700.png,6,6
1,data/train/4/38284.png,4,4
1,data/train/7/34510.png,7,7
1,data/train/1/26345.png,1,1
1,data/train/1/22491.png,1,1
1,data/train/6/23407.png,6,6
1,data/train/0/29519.png,0,0
1,data/train/6/40303.png,6,6
1,data/train/9/1106.png,9,9
1,data/train/6/2632.png,6,6
1,data/train/5/26846.png,5,5
1,data/train/6/11460.png,6,6
1,data/train/1/34146.png,1,1
1,data/train/5/47811.png,5,5
1,data/train/1/7822.png,1,1
1,data/train/5/23460.png,5,5
1,data/train/2/45533.png,2,2
1,data/train/0/28920.png,0,0
1,data/train/2/8044.png,2,2
1,data/train/3/26771.png,3,3
1,data/train/8/2919.png,8,8
1,data/train/5/35603.png,5,5
1,data/train/1/29764.png,1,1
1,data/train/2/35173.png,2,2
1,data/train/1/39110.png,1,1
1,data/train/1/44592.png,1,1
1,data/train/4/14567.png,4,4
1,data/train/5/22909.png,5,5
1,data/train/3/38993.png,3,3
1,data/train/4/27664.png,4,4
1,data/train/0/26001.png,0,0
1,data/train/5/14735.png,5,5
1,data/train/2/34498.png,2,2
1,data/train/8/34522.png,8,8
1,data/train/2/49667.png,2,2
1,data/train/5/13961.png,5,5
1,data/train/6/18666.png,6,6
1,data/train/2/29731.png,2,2
1,data/train/3/12387.png,3,3
1,data/train/2/10429.png,2,2
1,data/train/9/48817.png,9,9
1,data/train/4/42571.png,4,4
1,data/train/8/10143.png,8,8
1,data/train/1/19047.png,1,1
1,data/train/8/31788.png,8,8
1,data/train/5/26331.png,5,5
1,data/train/5/35535.png,5,5
1,data/train/6/3850.png,6,6
1,data/train/3/14495.png,3,3
1,data/train/8/29675.png,8,8
1,data/train/2/39500.png,2,2
1,data/train/7/15680.png,7,7
1,data/train/9/4587.png,9,9
1,data/train/0/19387.png,0,0
1,data/train/0/38480.png,0,0
1,data/train/1/3316.png,1,1
1,data/train/3/20197.png,3,3
1,data/train/5/24507.png,5,5
1,data/train/9/16370.png,9,9
1,data/train/2/26962.png,2,2
1,data/train/7/44339.png,7,7
1,data/train/2/34828.png,2,2
1,data/train/0/1599.png,0,0
1,data/train/2/23678.png,2,2
1,data/train/4/19858.png,4,4
1,data/train/8/41690.png,8,8
1,data/train/4/23328.png,4,4
1,data/train/1/31102.png,1,1
1,data/train/9/36030.png,9,9
1,data/train/3/40625.png,3,3
1,data/train/3/21545.png,3,3
1,data/train/2/34378.png,2,2
1,data/train/1/21851.png,1,1
1,data/train/7/39797.png,7,7
1,data/train/8/47187.png,8,8
1,data/train/0/4510.png,0,0
1,data/train/0/4369.png,0,0
1,data/train/5/27721.png,5,5
1,data/train/0/41637.png,0,0
1,data/train/0/4272.png,0,0
1,data/train/1/39341.png,1,1
1,data/train/4/32681.png,4,4
1,data/train/3/24018.png,3,3
1,data/train/7/20187.png,7,7
1,data/train/7/17776.png,7,7
1,data/train/5/17812.png,5,5
1,data/train/2/22449.png,2,2
1,data/train/8/23536.png,8,8
1,data/train/2/29989.png,2,2
1,data/train/7/21336.png,7,7
1,data/train/3/38210.png,3,3
1,data/train/0/28866.png,0,0
1,data/train/1/28111.png,1,1
1,data/train/5/751.png,5,5
1,data/train/6/5376.png,6,6
1,data/train/9/45907.png,9,9
1,data/train/7/35317.png,7,7
1,data/train/4/20586.png,4,4
1,data/train/5/24483.png,5,5
1,data/train/5/43891.png,5,5
1,data/train/2/40218.png,2,2
1,data/train/6/2476.png,6,6
1,data/train/9/47744.png,9,9
1,data/train/9/17710.png,9,9
1,data/train/8/31444.png,8,8
1,data/train/9/26562.png,9,9
1,data/train/2/6964.png,2,2
1,data/train/9/32246.png,9,9
1,data/train/4/37887.png,4,4
1,data/train/2/26216.png,2,2
1,data/train/2/26991.png,2,2
1,data/train/5/3753.png,5,5
1,data/train/5/7182.png,5,5
1,data/train/5/48631.png,5,5
1,data/train/3/4088.png,3,3
1,data/train/7/40893.png,7,7
1,data/train/0/11281.png,0,0
1,data/train/0/30518.png,0,0
1,data/train/0/14521.png,0,0
1,data/train/4/3028.png,4,4
1,data/train/7/9957.png,7,7
1,data/train/0/30731.png,0,0
1,data/train/8/7367.png,8,8
1,data/train/3/518.png,3,3
1,data/train/3/49307.png,3,3
1,data/train/9/33209.png,9,9
1,data/train/9/24033.png,9,9
1,data/train/0/28700.png,0,0
1,data/train/3/10559.png,3,3
1,data/train/7/8928.png,7,7
1,data/train/1/49978.png,1,1
2,data/train/6/18343.png,6,6
2,data/train/2/36850.png,2,2
2,data/train/9/24850.png,9,9
2,data/train/9/21908.png,9,9
2,data/train/0/23603.png,0,0
2,data/train/8/48839.png,8,8
2,data/train/1/30155.png,1,1
2,data/train/0/10682.png,0,0
2,data/train/4/9781.png,4,4
2,data/train/7/5997.png,7,7
2,data/train/2/26606.png,2,2
2,data/train/3/37351.png,3,3
2,data/train/9/13365.png,9,9
2,data/train/0/17396.png,0,0
2,data/train/7/7683.png,7,7
2,data/train/6/2543.png,6,6
2,data/train/1/2863.png,1,1
2,data/train/4/8132.png,4,4
2,data/train/7/49011.png,7,7
2,data/train/4/16136.png,4,4
2,data/train/1/3258.png,1,1
2,data/train/7/49242.png,7,7
2,data/train/0/25111.png,0,0
2,data/train/5/33505.png,5,5
2,data/train/2/38624.png,2,2
2,data/train/8/42618.png,8,8
2,data/train/7/39165.png,7,7
2,data/train/3/8723.png,3,3
2,data/train/7/5578.png,7,7
2,data/train/8/28801.png,8,8
2,data/train/1/40205.png,1,1
2,data/train/4/35430.png,4,4
2,data/train/1/4518.png,1,1
2,data/train/0/11057.png,0,0
2,data/train/2/9990.png,2,2
2,data/train/7/13354.png,7,7
2,data/train/6/5269.png,6,6
2,data/train/3/36625.png,3,3
2,data/train/8/36439.png,8,8
2,data/train/9/48697.png,9,9
2,data/train/9/12487.png,9,9
2,data/train/3/19618.png,3,3
2,data/train/1/22659.png,1,1
2,data/train/8/48128.png,8,8
2,data/train/0/19197.png,0,0
2,data/train/0/21339.png,0,0
2,data/train/5/17798.png,5,5
2,data/train/3/28448.png,3,3
2,data/train/6/40171.png,6,6
2,data/train/4/10263.png,4,4
2,data/train/9/37434.png,9,9
2,data/train/0/16421.png,0,0
2,data/train/7/35486.png,7,7
2,data/train/9/35306.png,9,9
2,data/train/7/32441.png,7,7
2,data/train/4/6528.png,4,4
2,data/train/6/42530.png,6,6
2,data/train/3/5148.png,3,3
2,data/train/2/16663.png,2,2
2,data/train/0/1467.png,0,0
2,data/train/8/28462.png,8,8
2,data/train/1/22565.png,1,1
2,data/train/5/44442.png,5,5
2,data/train/0/45187.png,0,0
2,data/train/0/25971.png,0,0
2,data/train/8/49221.png,8,8
2,data/train/8/8927.png,8,8
2,data/train/1/10820.png,1,1
2,data/train/5/28337.png,5,5
2,data/train/5/49509.png,5,5
2,data/train/8/9923.png,8,8
2,data/train/5/6879.png,5,5
2,data/train/7/10508.png,7,7
2,data/train/1/2850.png,1,1
2,data/train/4/45122.png,4,4
2,data/train/0/9861.png,0,0
2,data/train/9/25405.png,9,9
2,data/train/4/9777.png,4,4
2,data/train/0/43839.png,0,0
2,data/train/5/6025.png,5,5
2,data/train/1/23392.png,1,1
2,data/train/8/48157.png,8,8
2,data/train/5/9179.png,5,5
2,data/train/8/35896.png,8,8
2,data/train/0/40242.png,0,0
2,data/train/5/14571.png,5,5
2,data/train/4/27892.png,4,4
2,data/train/8/12320.png,8,8
2,data/train/7/8713.png,7,7
2,data/train/8/37061.png,8,8
2,data/train/6/2151.png,6,6
2,data/train/5/1943.png,5,5
2,data/train/1/41292.png,1,1
2,data/train/8/15921.png,8,8
2,data/train/2/42565.png,2,2
2,data/train/9/11621.png,9,9
2,data/train/3/39188.png,3,3
2,data/train/8/31184.png,8,8
2,data/train/0/26694.png,0,0
2,data/train/6/23543.png,6,6
2,data/train/4/41574.png,4,4
2,data/train/0/4097.png,0,0
2,data/train/6/29799.png,6,6
2,data/train/8/28980.png,8,8
2,data/train/7/39112.png,7,7
2,data/train/1/19891.png,1,1
2,data/train/7/40860.png,7,7
2,data/train/1/7876.png,1,1
2,data/train/3/24561.png,3,3
2,data/train/2/12878.png,2,2
2,data/train/5/21810.png,5,5
2,data/train/3/39774.png,3,3
2,data/train/1/31936.png,1,1
2,data/train/0/8218.png,0,0
2,data/train/4/6912.png,4,4
2,data/train/7/21577.png,7,7
2,data/train/1/34165.png,1,1
2,data/train/0/23378.png,0,0
2,data/train/5/32907.png,5,5
2,data/train/6/4664.png,6,6
2,data/train/5/30394.png,5,5
2,data/train/4/18029.png,4,4
2,data/train/0/19555.png,0,0
2,data/train/7/26992.png,7,7
2,data/train/3/42418.png,3,3
2,data/train/8/29930.png,8,8
2,data/train/7/25917.png,7,7
2,data/train/6/41304.png,6,6
2,data/train/5/16248.png,5,5
2,data/train/2/31192.png,2,2
2,data/train/9/28703.png,9,9
2,data/train/6/22864.png,6,6
2,data/train/9/3150.png,9,9
2,data/train/7/32816.png,7,7
